species;genus;family;order;class;phylum;kingdom
Eupithecia dichroma;Eupithecia;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Eupithecia penicilla;Eupithecia;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Euratella puncturata;Euratella;Sabellidae;Sabellida;Polychaeta;Annelida;Animalia
Euryplax nitida;Euryplax;Euryplacidae;Decapoda;Malacostraca;Arthropoda;Animalia
Eurytoma centaureae;Eurytoma;Eurytomidae;Hymenoptera;Insecta;Arthropoda;Animalia
Eusarcus oxyacanthus;Eusarcus;Gonyleptidae;Opiliones;Arachnida;Arthropoda;Animalia
Eusphaerium purpureum;Eusphaerium;Cerambycidae;Coleoptera;Insecta;Arthropoda;Animalia
Euspilotus ornatus;Euspilotus;Histeridae;Coleoptera;Insecta;Arthropoda;Animalia
Eustala lata;Eustala;Araneidae;Araneae;Arachnida;Arthropoda;Animalia
Eutricimba walkerae;Eutricimba;Chloropidae;Diptera;Insecta;Arthropoda;Animalia
Eutypa orthosticha;Eutypa;Diatrypaceae;Xylariales;Sordariomycetes;Ascomycota;Fungi
Eviota korechika;Eviota;Gobiidae;Perciformes;Actinopterygii;Chordata;Animalia
Excipula lanuginosa;Excipula;Dermateaceae;Helotiales;Leotiomycetes;Ascomycota;Fungi
Exobasidium angustisporum;Exobasidium;Exobasidiaceae;Exobasidiales;Exobasidiomycetes;Basidiomycota;Fungi
Exobasidium camelliae-oleiferae;Exobasidium;Exobasidiaceae;Exobasidiales;Exobasidiomycetes;Basidiomycota;Fungi
Exochus armillosus;Exochus;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia
Exoprosopa sigmoidea;Exoprosopa;Bombyliidae;Diptera;Insecta;Arthropoda;Animalia
Eysenhardtia officinalis;Eysenhardtia;Fabaceae;Fabales;Magnoliopsida;Tracheophyta;Plantae
Faiditus yutoensis;Faiditus;Theridiidae;Araneae;Arachnida;Arthropoda;Animalia
Falsilunatia joubini;Falsilunatia;Naticidae;Littorinimorpha;Gastropoda;Mollusca;Animalia
Fascellina porphyreofusa;Fascellina;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Felicola sudamericanus;Felicola;Trichodectidae;Psocodea;Insecta;Arthropoda;Animalia
Ferula dissecta;Ferula;Apiaceae;Apiales;Magnoliopsida;Tracheophyta;Plantae
Ferula kandaharica;Ferula;Apiaceae;Apiales;Magnoliopsida;Tracheophyta;Plantae
Ficinia mucronata;Ficinia;Cyperaceae;Poales;Liliopsida;Tracheophyta;Plantae
Ficus tepuiensis;Ficus;Moraceae;Rosales;Magnoliopsida;Tracheophyta;Plantae
Filarinema woodi;Filarinema;Trichostrongylidae;Strongylida;Secernentea;Nematoda;Animalia
Fiorinia fijiensis;Fiorinia;Diaspididae;Hemiptera;Insecta;Arthropoda;Animalia
Fittkauimyia serta;Fittkauimyia;Chironomidae;Diptera;Insecta;Arthropoda;Animalia
Flabellum planus;Flabellum;Flabellidae;Scleractinia;Anthozoa;Cnidaria;Animalia
Foa albimaculosa;Foa;Apogonidae;Perciformes;Actinopterygii;Chordata;Animalia
Fodina laurentensis;Fodina;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia
Forcipomyia eobreviflagellata;Forcipomyia;Ceratopogonidae;Diptera;Insecta;Arthropoda;Animalia
Formica francoeuri;Formica;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia
Formosia solomonicola;Formosia;Tachinidae;Diptera;Insecta;Arthropoda;Animalia
Freziera uncinata;Freziera;Pentaphylacaceae;Ericales;Magnoliopsida;Tracheophyta;Plantae
Fulda coroller;Fulda;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia
Gaertnera phanerophlebia;Gaertnera;Rubiaceae;Gentianales;Magnoliopsida;Tracheophyta;Plantae
Gagrella albitarsis;Gagrella;Sclerosomatidae;Opiliones;Arachnida;Arthropoda;Animalia
Galloisiana yuasai;Galloisiana;Grylloblattidae;Grylloblattodea;Insecta;Arthropoda;Animalia
Garcinia lampong;Garcinia;Clusiaceae;Malpighiales;Magnoliopsida;Tracheophyta;Plantae
Garnotia raiateensis;Garnotia;Poaceae;Poales;Liliopsida;Tracheophyta;Plantae
Gaudichaudia zygoptera;Gaudichaudia;Malpighiaceae;Malpighiales;Magnoliopsida;Tracheophyta;Plantae
Gaurax pallidior;Gaurax;Chloropidae;Diptera;Insecta;Arthropoda;Animalia
Gavialis pachyrhynchus;Gavialis;Gavialidae;Crocodylia;Reptilia;Chordata;Animalia
Geaya recifea;Geaya;Sclerosomatidae;Opiliones;Arachnida;Arthropoda;Animalia
Geissorhiza hesperanthoides;Geissorhiza;Iridaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Geissorhiza unifolia;Geissorhiza;Iridaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Gelatinopsis hysteropatellae;Gelatinopsis;Helicogoniaceae;Helotiales;Leotiomycetes;Ascomycota;Fungi
Gemylus upsilon;Gemylus;Cerambycidae;Coleoptera;Insecta;Arthropoda;Animalia
Geokichla dumasi;Geokichla;Turdidae;Passeriformes;Aves;Chordata;Animalia
Geomysaprinus belioculus;Geomysaprinus;Histeridae;Coleoptera;Insecta;Arthropoda;Animalia
Geomysaprinus triangulifer;Geomysaprinus;Histeridae;Coleoptera;Insecta;Arthropoda;Animalia
Geopsammodius rileyi;Geopsammodius;Aphodiidae;Coleoptera;Insecta;Arthropoda;Animalia
Geranium digitatum;Geranium;Geraniaceae;Geraniales;Magnoliopsida;Tracheophyta;Plantae
Gerbillus dunni;Gerbillus;Muridae;Rodentia;Mammalia;Chordata;Animalia
Ghelna sexmaculata;Ghelna;Salticidae;Araneae;Arachnida;Arthropoda;Animalia
Giacomellia inversa;Giacomellia;Saturniidae;Lepidoptera;Insecta;Arthropoda;Animalia
Gigartina chauvini;Gigartina;Gigartinaceae;Gigartinales;Florideophyceae;Rhodophyta;Plantae
Gila purpurea;Gila;Cyprinidae;Cypriniformes;Actinopterygii;Chordata;Animalia
Gilia guttata;Gilia;Polemoniaceae;Ericales;Magnoliopsida;Tracheophyta;Plantae
Givira tucumanata;Givira;Cossidae;Lepidoptera;Insecta;Arthropoda;Animalia
Gladiolus brevitubus;Gladiolus;Iridaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Gladiolus linearifolius;Gladiolus;Iridaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Gladiolus vigilans;Gladiolus;Iridaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Glaucidium castanonotum;Glaucidium;Strigidae;Strigiformes;Aves;Chordata;Animalia
Glaucidium hoskinsii;Glaucidium;Strigidae;Strigiformes;Aves;Chordata;Animalia
Glirulus conjunctus;Glirulus;Gliridae;Rodentia;Mammalia;Chordata;Animalia
Glochidion stipulare;Glochidion;Phyllanthaceae;Malpighiales;Magnoliopsida;Tracheophyta;Plantae
Gluta compacta;Gluta;Anacardiaceae;Sapindales;Magnoliopsida;Tracheophyta;Plantae
Glycymeris peruvianus;Glycymeris;Glycymerididae;Arcida;Bivalvia;Mollusca;Animalia
Glycyphana rufovittata;Glycyphana;Cetoniidae;Coleoptera;Insecta;Arthropoda;Animalia
Glyptothrips floridensis;Glyptothrips;Phlaeothripidae;Thysanoptera;Insecta;Arthropoda;Animalia
Gnaphalopoda lugubris;Gnaphalopoda;Melolonthidae;Coleoptera;Insecta;Arthropoda;Animalia
Gnidia rivae;Gnidia;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Goera rumaba;Goera;Goeridae;Trichoptera;Insecta;Arthropoda;Animalia
Goiginus howdeni;Goiginus;Aphodiidae;Coleoptera;Insecta;Arthropoda;Animalia
Golofa tersander;Golofa;Dynastidae;Coleoptera;Insecta;Arthropoda;Animalia
Gonarthrus turneri;Gonarthrus;Bombyliidae;Diptera;Insecta;Arthropoda;Animalia
Gonatocerus maga;Gonatocerus;Mymaridae;Hymenoptera;Insecta;Arthropoda;Animalia
Gongora amparoana;Gongora;Orchidaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Goniatites crenistria;Goniatites;Goniatitidae;Ammonoidea;Cephalopoda;Mollusca;Animalia
Goniocotes chrysocephalus;Goniocotes;Philopteridae;Psocodea;Insecta;Arthropoda;Animalia
Goniophora compta;Goniophora;Modiomorphidae;Modiomorphida;Bivalvia;Mollusca;Animalia
Goniosoma roridum;Goniosoma;Gonyleptidae;Opiliones;Arachnida;Arthropoda;Animalia
Gonospermum gomerae;Gonospermum;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Gonystylus eximius;Gonystylus;Thymelaeaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Gonzalagunia exigua;Gonzalagunia;Rubiaceae;Gentianales;Magnoliopsida;Tracheophyta;Plantae
Goodenia larapinta;Goodenia;Goodeniaceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Gossea brachymera;Gossea;Olindiidae;Limnomedusae;Hydrozoa;Cnidaria;Animalia
Gossypium costulatum;Gossypium;Malvaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Goyazia rupicola;Goyazia;Gesneriaceae;Lamiales;Magnoliopsida;Tracheophyta;Plantae
Graphidula pergracilis;Exilia;Ptychatractidae;Neogastropoda;Gastropoda;Mollusca;Animalia
Graphina hillii;Graphina;Graphidaceae;Ostropales;Lecanoromycetes;Ascomycota;Fungi
Graphis nematodiza;Graphis;Graphidaceae;Ostropales;Lecanoromycetes;Ascomycota;Fungi
Graphis subdiversa;Graphis;Graphidaceae;Ostropales;Lecanoromycetes;Ascomycota;Fungi
Graphocephala pulchra;Graphocephala;Cicadellidae;Hemiptera;Insecta;Arthropoda;Animalia
Graptomyza interrupta;Graptomyza;Syrphidae;Diptera;Insecta;Arthropoda;Animalia
Gravesia submalvacea;Gravesia;Melastomataceae;Myrtales;Magnoliopsida;Tracheophyta;Plantae
Gretna waga;Gretna;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia
Grevillea renwickiana;Grevillea;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Grevillea rivularis;Grevillea;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Grevillea saccata;Grevillea;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Grevillea subterlineata;Grevillea;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Guettarda baladensis;Guettarda;Rubiaceae;Gentianales;Magnoliopsida;Tracheophyta;Plantae
Gunnera lobata;Gunnera;Gunneraceae;Gunnerales;Magnoliopsida;Tracheophyta;Plantae
Gustavia excelsa;Gustavia;Lecythidaceae;Ericales;Magnoliopsida;Tracheophyta;Plantae
Gymnangium urceoliferum;Gymnangium;Aglaopheniidae;Leptothecata;Hydrozoa;Cnidaria;Animalia
Gymnobracon megistus;Gymnobracon;Braconidae;Hymenoptera;Insecta;Arthropoda;Animalia
Gymnopilus patriae;Gymnopilus;Hymenogastraceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Gymnopus vitellinipes;Gymnopus;Omphalotaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Gymnoscelis anaxia;Gymnoscelis;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Gynodiastylis carinata;Gynodiastylis;Gynodiastylidae;Cumacea;Malacostraca;Arthropoda;Animalia
Gyretes pipitzi;Gyretes;Gyrinidae;Coleoptera;Insecta;Arthropoda;Animalia
Gyrophaena laurana;Gyrophaena;Staphylinidae;Coleoptera;Insecta;Arthropoda;Animalia
Gyroporus malesicus;Gyroporus;Gyroporaceae;Boletales;Agaricomycetes;Basidiomycota;Fungi
Gyroporus punctatus;Gyroporus;Gyroporaceae;Boletales;Agaricomycetes;Basidiomycota;Fungi
Habrocestum papilionaceum;Habrocestum;Salticidae;Araneae;Arachnida;Arthropoda;Animalia
Habronattus divaricatus;Habronattus;Salticidae;Araneae;Arachnida;Arthropoda;Animalia
Hadjina lutosa;Hadjina;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hadria rangeliana;Hadria;Cicadellidae;Hemiptera;Insecta;Arthropoda;Animalia
Haematomma rufidulum;Haematomma;Haematommataceae;Lecanorales;Lecanoromycetes;Ascomycota;Fungi
Hakea cinerea;Hakea;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Halacarus heraldensis;Halacarus;Halacaridae;Trombidiformes;Arachnida;Arthropoda;Animalia
Halcampa arctica;Halcampa;Halcampidae;Actiniaria;Anthozoa;Cnidaria;Animalia
Halecium dufresnae;Halecium;Haleciidae;Leptothecata;Hydrozoa;Cnidaria;Animalia
Halictoxenos robbi;Halictoxenos;Stylopidae;Strepsiptera;Insecta;Arthropoda;Animalia
Halmatettix cristinotus;Halmatettix;Tetrigidae;Orthoptera;Insecta;Arthropoda;Animalia
Halobates flaviventris;Halobates;Gerridae;Hemiptera;Insecta;Arthropoda;Animalia
Halomonas caseinilytica;Halomonas;Halomonadaceae;Oceanospirillales;Gammaproteobacteria;Proteobacteria;Bacteria
Halozetes intermedius;Halozetes;Ameronothridae;Sarcoptiformes;Arachnida;Arthropoda;Animalia
Hapalomelus onytes;Hapalomelus;Delphacidae;Hemiptera;Insecta;Arthropoda;Animalia
Haplopappus linifolius;Haplopappus;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Haplorhus peruviana;Haplorhus;Anacardiaceae;Sapindales;Magnoliopsida;Tracheophyta;Plantae
Harasupia bifurcata;Harasupia;Cicadellidae;Hemiptera;Insecta;Arthropoda;Animalia
Harpa myrmia;Harpa;Harpidae;Neogastropoda;Gastropoda;Mollusca;Animalia
Harpacticus tenellus;Harpacticus;Harpacticidae;Harpacticoida;Hexanauplia;Arthropoda;Animalia
Harpinia agna;Harpinia;Phoxocephalidae;Amphipoda;Malacostraca;Arthropoda;Animalia
Hartmeyeria orientalis;Hartmeyeria;Pyuridae;Stolidobranchia;Ascidiacea;Chordata;Animalia
Hedysarum neglectum;Hedysarum;Fabaceae;Fabales;Magnoliopsida;Tracheophyta;Plantae
Hedysarum wakhanicum;Hedysarum;Fabaceae;Fabales;Magnoliopsida;Tracheophyta;Plantae
Helichrysum chasei;Helichrysum;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Helicia bullata;Helicia;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Helicia schlechteri;Helicia;Proteaceae;Proteales;Magnoliopsida;Tracheophyta;Plantae
Heliconia nickeriensis;Heliconia;Heliconiaceae;Zingiberales;Liliopsida;Tracheophyta;Plantae
Hellea balneolensis;Hellea;Hyphomonadaceae;Caulobacterales;Alphaproteobacteria;Proteobacteria;Bacteria
Helminthosporium chusqueae;Helminthosporium;Massarinaceae;Pleosporales;Dothideomycetes;Ascomycota;Fungi
Helminthosporium dimorphosporum;Helminthosporium;Massarinaceae;Pleosporales;Dothideomycetes;Ascomycota;Fungi
Hemiacris sudanicus;Hemiacris;Acrididae;Orthoptera;Insecta;Arthropoda;Animalia
Hemiceras turnina;Hemiceras;Notodontidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hemicycliophora micoletzkyi;Hemicycliophora;Hemicycliophoridae;Rhabditida;Secernentea;Nematoda;Animalia
Hemigrammus cupreus;Hemigrammus;Characidae;Characiformes;Actinopterygii;Chordata;Animalia
Hemimycena epichloe;Hemimycena;Mycenaceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Hemismittoidea lanceolata;Hemismittoidea;Smittinidae;Cheilostomatida;Gymnolaemata;Bryozoa;Animalia
Henckelia macrostachya;Henckelia;Gesneriaceae;Lamiales;Magnoliopsida;Tracheophyta;Plantae
Hendersonia massarioides;Hendersonia;Phaeosphaeriaceae;Pleosporales;Dothideomycetes;Ascomycota;Fungi
Hercostomus directus;Hercostomus;Dolichopodidae;Diptera;Insecta;Arthropoda;Animalia
Heriades diminutus;Heriades;Megachilidae;Hymenoptera;Insecta;Arthropoda;Animalia
Herminia innocens;Herminia;Erebidae;Lepidoptera;Insecta;Arthropoda;Animalia
Herminium quinquelobum;Herminium;Orchidaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Herpyllus lativulvus;Herpyllus;Gnaphosidae;Araneae;Arachnida;Arthropoda;Animalia
Herrania umbratica;Herrania;Malvaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Hesperophantia rectangularis;Hesperophantia;Flatidae;Hemiptera;Insecta;Arthropoda;Animalia
Hestina viridis;Hestina;Nymphalidae;Lepidoptera;Insecta;Arthropoda;Animalia
Heterallactis trigonochrysa;Heterallactis;Arctiidae;Lepidoptera;Insecta;Arthropoda;Animalia
Heterodrilus eremita;Heterodrilus;Naididae;Haplotaxida;Clitellata;Annelida;Animalia
Heteronarce mollis;Heteronarce;Narkidae;Torpediniformes;Elasmobranchii;Chordata;Animalia
Heteronemia unidentatus;Heteronemia;Heteronemiidae;Phasmida;Insecta;Arthropoda;Animalia
Heteronychus tenuestriatus;Heteronychus;Dynastidae;Coleoptera;Insecta;Arthropoda;Animalia
Heteropoda leprosa;Heteropoda;Sparassidae;Araneae;Arachnida;Arthropoda;Animalia
Heteropoda ocyalina;Heteropoda;Sparassidae;Araneae;Arachnida;Arthropoda;Animalia
Heteropsyche dyscrita;Heteropsyche;Epipyropidae;Lepidoptera;Insecta;Arthropoda;Animalia
Heterotrioza dichroa;Heterotrioza;Triozidae;Hemiptera;Insecta;Arthropoda;Animalia
Heterusia ochrozona;Heterusia;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Hibiscadelphus hualalaiensis;Hibiscadelphus;Malvaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Hibiscus inimicus;Hibiscus;Malvaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Hieracium atratiforme;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium epileucum;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium expansiceps;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium grammocybe;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium paletaranum;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium pseudocrebridens;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium subpamphilii;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium succulentifolium;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hieracium wolfgangianum;Hieracium;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Hilarempis facilis;Hilarempis;Empididae;Diptera;Insecta;Arthropoda;Animalia
Hilarographa swederiana;Hilarographa;Tortricidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hintonelmis perfecta;Hintonelmis;Elmidae;Coleoptera;Insecta;Arthropoda;Animalia
Hipposideros ridleyi;Hipposideros;Hipposideridae;Chiroptera;Mammalia;Chordata;Animalia
Hirmoneura articulata;Hirmoneura;Nemestrinidae;Diptera;Insecta;Arthropoda;Animalia
Hodeidania brunnipalpis;Hodeidania;Daesiidae;Solifugae;Arachnida;Arthropoda;Animalia
Hoffmannia terepaimensis;Hoffmannia;Rubiaceae;Gentianales;Magnoliopsida;Tracheophyta;Plantae
Holbrookia antiqua;Holbrookia;Phrynosomatidae;Squamata;Reptilia;Chordata;Animalia
Holcobunus tocantinus;Holcobunus;Sclerosomatidae;Opiliones;Arachnida;Arthropoda;Animalia
Holocentropus grellus;Holocentropus;Polycentropodidae;Trichoptera;Insecta;Arthropoda;Animalia
Holocheilus fabrisii;Holocheilus;Asteraceae;Asterales;Magnoliopsida;Tracheophyta;Plantae
Holomitrium xolocotzianum;Holomitrium;Dicranaceae;Dicranales;Bryopsida;Bryophyta;Plantae
Holopyga ignicollis;Holopyga;Chrysididae;Hymenoptera;Insecta;Arthropoda;Animalia
Holosphaga coerulea;Holosphaga;Cerambycidae;Coleoptera;Insecta;Arthropoda;Animalia
Holothuria artensis;Holothuria;Holothuriidae;Holothuriida;Holothuroidea;Echinodermata;Animalia
Holothuria mammosa;Holothuria;Holothuriidae;Holothuriida;Holothuroidea;Echinodermata;Animalia
Holothuria tuberculata;Holothuria;Holothuriidae;Holothuriida;Holothuroidea;Echinodermata;Animalia
Homalotyloidea nowickyi;Homalotyloidea;Encyrtidae;Hymenoptera;Insecta;Arthropoda;Animalia
Homaloxestis subpallida;Homaloxestis;Lecithoceridae;Lepidoptera;Insecta;Arthropoda;Animalia
Homoeogryllus tessellatus;Homoeogryllus;Phalangopsidae;Orthoptera;Insecta;Arthropoda;Animalia
Hookeriopsis serrata;Hookeriopsis;Hookeriaceae;Hookeriales;Bryopsida;Bryophyta;Plantae
Hopea scabra;Hopea;Dipterocarpaceae;Malvales;Magnoliopsida;Tracheophyta;Plantae
Hoplitis quadrispina;Hoplitis;Megachilidae;Hymenoptera;Insecta;Arthropoda;Animalia
Hoplocnemis andreaei;Hoplocnemis;Melolonthidae;Coleoptera;Insecta;Arthropoda;Animalia
Hoplopleura setzeri;Hoplopleura;Hoplopleuridae;Psocodea;Insecta;Arthropoda;Animalia
Horcotes uncinatus;Horcotes;Linyphiidae;Araneae;Arachnida;Arthropoda;Animalia
Hybrizon pilialatus;Hybrizon;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia
Hydnophytum crassifolium;Hydnophytum;Rubiaceae;Gentianales;Magnoliopsida;Tracheophyta;Plantae
Hydrodessus robinae;Hydrodessus;Dytiscidae;Coleoptera;Insecta;Arthropoda;Animalia
Hydroglyphus signatellus;Hydroglyphus;Dytiscidae;Coleoptera;Insecta;Arthropoda;Animalia
Hydromanicus seth;Hydromanicus;Hydropsychidae;Trichoptera;Insecta;Arthropoda;Animalia
Hydronomus elegans;Hydronomus;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia
Hydrophorus litoreus;Hydrophorus;Dolichopodidae;Diptera;Insecta;Arthropoda;Animalia
Hydrophorus oceanus;Hydrophorus;Dolichopodidae;Diptera;Insecta;Arthropoda;Animalia
Hydroscapha saboureaui;Hydroscapha;Hydroscaphidae;Coleoptera;Insecta;Arthropoda;Animalia
Hygrobates microepimeratus;Hygrobates;Hygrobatidae;Trombidiformes;Arachnida;Arthropoda;Animalia
Hygrochroma viola;Hygrochroma;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Hygrocybe erinacea;Hygrocybe;Hygrophoraceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Hygrocybe immutabilis;Hygrocybe;Hygrophoraceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Hygrophorus pulverulentus;Hygrophorus;Hygrophoraceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Hygrophorus subsalmonius;Hygrophorus;Hygrophoraceae;Agaricales;Agaricomycetes;Basidiomycota;Fungi
Hylocurus binodatus;Hylocurus;Curculionidae;Coleoptera;Insecta;Arthropoda;Animalia
Hylonympha macrocerca;Hylonympha;Trochilidae;Apodiformes;Aves;Chordata;Animalia
Hymenocallis limaensis;Hymenocallis;Amaryllidaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Hymenochaete americana;Hymenochaete;Hymenochaetaceae;Hymenochaetales;Agaricomycetes;Basidiomycota;Fungi
Hypenagonia barbara;Hypenagonia;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hypercompe lemairei;Hypercompe;Arctiidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hypericum crenulalum;Hypericum;Hypericaceae;Malpighiales;Magnoliopsida;Tracheophyta;Plantae
Hypericum limosum;Hypericum;Hypericaceae;Malpighiales;Magnoliopsida;Tracheophyta;Plantae
Hypeuthina fulgurita;Hypeuthina;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hyphoderma rimosum;Hyphoderma;Meruliaceae;Polyporales;Agaricomycetes;Basidiomycota;Fungi
Hypobarathra icterias;Hypobarathra;Noctuidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hypobathrum caudifolium;Hypobathrum;Rubiaceae;Gentianales;Magnoliopsida;Tracheophyta;Plantae
Hypocera americana;Hypocera;Phoridae;Diptera;Insecta;Arthropoda;Animalia
Hypoconcha californiensis;Hypoconcha;Dromiidae;Decapoda;Malacostraca;Arthropoda;Animalia
Hypoponera convexiuscula;Hypoponera;Formicidae;Hymenoptera;Insecta;Arthropoda;Animalia
Hyporhagus pseudogilensis;Hyporhagus;Zopheridae;Coleoptera;Insecta;Arthropoda;Animalia
Hyposmocoma tarsimaculata;Hyposmocoma;Cosmopterigidae;Lepidoptera;Insecta;Arthropoda;Animalia
Hypoxis lusalensis;Hypoxis;Hypoxidaceae;Asparagales;Liliopsida;Tracheophyta;Plantae
Hypulia continua;Hypulia;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Hysterium cotini;Hysterium;Hysteriaceae;Hysteriales;Dothideomycetes;Ascomycota;Fungi
Hysterium seriatum;Hysterium;Hysteriaceae;Hysteriales;Dothideomycetes;Ascomycota;Fungi
Hysudra selira;Hysudra;Lycaenidae;Lepidoptera;Insecta;Arthropoda;Animalia
Ichneumia nims;Ichneumia;Herpestidae;Carnivora;Mammalia;Chordata;Animalia
Ichneumon alpha;Ichneumon;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia
Ichneumon cyanimontis;Ichneumon;Ichneumonidae;Hymenoptera;Insecta;Arthropoda;Animalia
Icosta lonchurae;Icosta;Hippoboscidae;Diptera;Insecta;Arthropoda;Animalia
Idaea subvestita;Idaea;Geometridae;Lepidoptera;Insecta;Arthropoda;Animalia
Idiops pretoriae;Idiops;Idiopidae;Araneae;Arachnida;Arthropoda;Animalia
Idiopsar brachyurus;Idiopsar;Thraupidae;Passeriformes;Aves;Chordata;Animalia
Iglica kleinzellensis;Iglica;Moitessieriidae;Littorinimorpha;Gastropoda;Mollusca;Animalia
Ijablatta maculata;Ijablatta;Mesoblattinidae;Blattodea;Insecta;Arthropoda;Animalia
Ilburnia olympica;Ilburnia;Delphacidae;Hemiptera;Insecta;Arthropoda;Animalia
